unit_id,unit_name,bv2
5504,Command Post (All Eras),23
9385,Command Van,193
3977,Command Van (ICE),178
3978,Command Van (Q-Vehicle),278
665,Commando,47
666,Commando COM-1A,475
7461,Commando COM-1AK,533
667,Commando COM-1B,616
668,Commando COM-1C,458
669,Commando COM-1D,558
670,Commando COM-2D,541
671,Commando COM-2Dr,563
672,Commando COM-3A,540
673,Commando COM-4H,691
674,Commando COM-5S,557
9630,Commando COM-7A,625
675,Commando COM-7B,602
9631,Commando COM-7J,599
676,Commando COM-7S,658
677,Commando COM-7S2 (Freyr),1105
9638,"Commando COM-7T ""Blazing Inferno II""",1018
9632,Commando COM-7W,608
3979,Commando COM-7X,623
9626,Commando COM-7Y,684
9627,"Commando COM-7Y2 ""Blazing Inferno""",728
9628,Commando COM-7Z,661
9629,Commando COM-7Z2,543
6945,Commando COM-8S,775
7439,Commando COM-9S,719
678,Commando IIC,978
6985,Commonwealth (Block I),98421
6986,Commonwealth (Block II),102832
4085,Communications Satellite D40,0
3981,Concordat Frigate (2506),80754
3982,"Condor ""Dove""",0
3983,Condor (2801),0
3984,Condor (3054),0
683,Condor Heavy Hover Tank,653
679,Condor Heavy Hover Tank (Davion),592
5776,Condor Heavy Hover Tank (Fission),721
680,Condor Heavy Hover Tank (Flamer),715
9309,Condor Heavy Hover Tank (Fusion),939
9310,Condor Heavy Hover Tank (LAC),960
6757,Condor Heavy Hover Tank (Laser Upgrade),803
681,Condor Heavy Hover Tank (Laser),977
682,Condor Heavy Hover Tank (Liao),765
9308,Condor Heavy Hover Tank (Ultra),1252
685,Condor Heavy Hover Tank (Upgrade),965
684,Condor Heavy Hover Tank (Upgrade) (Laser),1197
9311,Condor Heavy Hover Tank C,804
7304,Condor Multi-Purpose Tank,811
7305,Condor Multi-Purpose Tank (Reactive),963
5850,Condor Trans-Track,0
6578,Condottiere Assault Craft,2054
3985,Conestoga Payload Satellite,0
3986,Confederate (2602),0
3987,Confederate (2703),0
3988,Confederate (Clan),0
3989,Congress Frigate (2542),0
3990,Congress Frigate (Clan),0
6987,Congress Frigate D,77655
3991,Conqueror Battlecruiser/Carrier,0
686,"Conquistador ""Blockade Runner""",31724
5838,Constable Pacification Suit [ECM] (Sqd4),123
8717,Constable Pacification Suit [ECM] (Sqd5),166
9081,Constable Pacification Suit [ECM] (Sqd6),213
5839,Constable Pacification Suit [LMG] (Sqd4),143
8718,Constable Pacification Suit [LMG] (Sqd5),193
9082,Constable Pacification Suit [LMG] (Sqd6),248
5841,Constable Pacification Suit [Sensor] (Sqd4),130
8720,Constable Pacification Suit [Sensor] (Sqd5),175
9216,Constable Pacification Suit [Sensor] (Sqd6),318
5840,Constable Pacification Suit [SRM] (Sqd4),184
8719,Constable Pacification Suit [SRM] (Sqd5),247
9083,Constable Pacification Suit [SRM] (Sqd6),318
5842,Constable Pacification Suit [TAG] (Sqd4),123
8721,Constable Pacification Suit [TAG] (Sqd5),166
9084,Constable Pacification Suit [TAG] (Sqd6),213
687,Coolant Truck (Hover),347
688,Coolant Truck (Tracked),357
689,"Coolant Truck 135-K ""Lifesaver""",321
3993,Copper CPK-19 SecurityMech,310
3994,Copper CPK-65 SecurityMech,325
7465,Copper CPK-65KM SecurityMech,339
690,Copperhead CPR-HD-002,763
691,Copperhead CPR-HD-003,1117
692,Copperhead CPR-HD-004,1151
4000,Corax C,1233
4001,Corax C 2,0
3995,Corax CRX-O,885
3997,Corax CRX-OA,716
3998,Corax CRX-OB,1054
3999,Corax CRX-OC,714
5745,Corax CRX-OD,870
5746,Corax CRX-OR,1667
4004,Cormorant Medium Cargo Craft,0
4003,Cormorant Medium Cargo Craft (Cargo),0
8137,Cormorant Medium Cargo Craft (Support),0
4006,Corona Heavy Battle Armor (Sqd4),495
8613,Corona Heavy Battle Armor (Sqd5),667
8977,Corona Heavy Battle Armor (Sqd6),857
8612,Corona Heavy Battle Armor (SRM) (Sqd5),502
4007,Corone Destroyer,37075
4008,"Corsair (Bob) ""Roswell""",1339
4009,Corsair CSR-12D,1619
693,Corsair CSR-V12,1190
694,Corsair CSR-V12b,1388
695,"Corsair CSR-V12M ""Regulus""",1121
696,Corsair CSR-V14,1330
697,Corsair CSR-V18,1602
698,Corsair CSR-V20,1112
699,Corsair CSR-X12 RIGID NIGHT,2000
4027,Cortez Series N,0
4010,Corvair Luxury Passenger Airliner,0
700,Corvis,1336
701,Corvis 2,1455
4011,Corx Mobile Tunnel Miner,0
702,Cossack C-1FC,483
703,Cossack C-SK1,465
704,Cougar A,1697
705,Cougar B,1774
706,Cougar C,1785
707,Cougar D,1309
708,Cougar E,1442
709,Cougar F,1401
710,Cougar G,1453
711,Cougar H,1323
6928,Cougar I,1738
712,Cougar Prime,1485
8325,Cougar T,1748
6951,Cougar-X,1516
6952,Cougar-X 2,1335
6953,Cougar-X 3,1410
4013,Cougar-XR,1783
713,Coyotl A,1753
7606,Coyotl B,1447
7607,Coyotl C,1851
7608,Coyotl D,1980
714,Coyotl Prime,1974
715,Crab CRB-20,1143
716,Crab CRB-27,1198
717,Crab CRB-27b,1308
5873,Crab CRB-27sl,0
718,Crab CRB-30,1509
719,Crab CRB-45,1342
7510,Crab CRB-54,1964
720,Crab CRB-C,1135
6655,Crane Heavy Transport,385
7523,Cricket RWN-01,1169
9406,Cricket RWN-02,1169
721,Crimson Hawk,1285
722,Crimson Hawk 2,1271
723,Crimson Hawk 3,1029
6944,Crimson Hawk 4,1372
4016,Crimson Langur A,2003
4017,Crimson Langur B,2210
4018,Crimson Langur C,1437
5676,Crimson Langur D,1867
5677,Crimson Langur E,2051
4019,Crimson Langur Prime,1952
3941,Crimson Streak Hover Racer,0
724,Crockett CRK-5003-0,1704
8277,Crockett CRK-5003-0 (Saddleford),0
725,Crockett CRK-5003-1,1923
726,Crockett CRK-5003-1b,2307
727,Crockett CRK-5003-3,1989
728,Crockett CRK-5004-1,1955
729,Crockett CRK-5005-1,1908
4020,Cronus CNS-3M,1339
4021,Cronus CNS-5M,1579
5680,Cronus CNS-TD9,978
730,Crossbow A,1797
731,Crossbow B,1687
732,Crossbow C,1557
733,Crossbow CRS-6B,1210
734,Crossbow CRS-6C,1204
735,Crossbow CRS-9A,1583
5583,Crossbow CRS-X,969
736,Crossbow D,1154
737,Crossbow E,1558
8236,Crossbow F,1854
8237,Crossbow G,1725
738,Crossbow H,1707
8245,Crossbow J,1839
739,Crossbow Prime,1829
8235,Crossbow T,1729
740,Crossbow U,1856
8238,Crossbow W,2051
7166,Crosscut ED-X1 LoggerMech,251
741,Crosscut ED-X2 LoggerMech,223
6973,Crosscut ED-X2 LoggerMech (RL),422
7167,Crosscut ED-X2M LoggerMech MOD / ED-X2 (Flamer),248
4024,Crosscut ED-X4 LoggerMech,223
7168,Crosscut ED-X4B DemolitionMech,224
4025,Crosscut ED-X4D DemolitionMech,225
7466,Crosscut ED-X4K LoggerMech,367
7169,Crosscut ED-X4M LoggerMech MOD,430
7852,Crosscut ED-X4M-A LoggerMech MOD,279
7853,Crosscut ED-X4M-E LoggerMech MOD,480
7854,Crosscut ED-X4M-L LoggerMech MOD,230
4026,Crosscut ED-X4X LoggerMech,230
7170,Crosscut ED-X5M LoggerMech MOD,317
7171,Crosscut ED-X5M-B DemolitionMech MOD,460
744,"Crosscut ED-XX ""Ichabod""",442
8099,Crosscut IIC SolahmaMech,571
747,Crow Scout Helicopter,288
8411,"Crow Scout Helicopter ""Dragonfly""",186
745,Crow Scout Helicopter (C3),288
746,Crow Scout Helicopter (Export),415
7734,Crucible,3108
7735,Crucible 2,3598
7736,Crucible 3,3230
4028,Crucible Station,0
4029,Crucis R-Series R-Series,0
6989,Cruiser Cruiser (2325),65658
8234,Crusader CRD-10S,2264
4030,Crusader CRD-1R,0
748,Crusader CRD-2R,1533
749,Crusader CRD-3D,1338
750,Crusader CRD-3K,1290
751,Crusader CRD-3L,1297
752,Crusader CRD-3R,1317
8280,Crusader CRD-3R (Bear),0
753,Crusader CRD-3R (Crael),1204
754,Crusader CRD-4BR,1407
755,Crusader CRD-4D,1309
756,Crusader CRD-4K,1268
757,Crusader CRD-4L,1309
758,Crusader CRD-5K,1463
759,Crusader CRD-5M,1408
760,Crusader CRD-5S,1446
8224,Crusader CRD-6D,1498
761,Crusader CRD-6M,1373
8225,Crusader CRD-6T,1890
8226,Crusader CRD-7D,1681
762,Crusader CRD-7L,1749
8227,Crusader CRD-7M,1502
8228,Crusader CRD-7M2,1434
763,Crusader CRD-7W,1221
764,Crusader CRD-8L,1701
8231,Crusader CRD-8R,1600
765,Crusader CRD-8S,1698
8232,Crusader CRD-9BR,1653
8233,Crusader CRD-9R,1612
8263,Crusader CRD-9S,1642
3942,CS535 Hover Car,0
6587,Cuchulainn Support Armor (Sqd4),621
8768,Cuchulainn Support Armor (Sqd5),836
766,Cudgel CDG-1B,1347
767,Cudgel CDG-2A,1750
768,Cudgel CDG-2B,1762
769,Cuirass CDR-1X,1301
6922,Cuirass CDR-2BC3,990
6921,Cuirass CDR-2X,1227
6361,Cutlass CUT-01D,2880
6362,Cutlass CUT-01E,2234
8357,Cyclops C,2252
770,Cyclops CP-10-HQ,1113
771,Cyclops CP-10-Q,1584
772,Cyclops CP-10-Z,1317
4031,Cyclops CP-10-Z-DC,0
773,Cyclops CP-11-A,1547
4032,Cyclops CP-11-A-DC,1507
774,Cyclops CP-11-B,2145
775,Cyclops CP-11-C,1553
776,Cyclops CP-11-C2,1534
777,Cyclops CP-11-C3,1752
778,Cyclops CP-11-G,1981
779,Cyclops CP-11-H,1525
780,Cyclops CP-12-K,1699
4033,Cyclops I Station,0
4034,Cyclops Motorbike 650,0
781,Cygnus,2583
782,Cygnus 2,3361
783,Cygnus 3,2569
6843,Cygnus 4,2570
6253,Cyllaros,1450
787,Cyrano Gunship,459
784,Cyrano Gunship (ML),645
785,Cyrano Gunship (Plasma),927
786,Cyrano Gunship (Royal),740
7329,Cyrano Gunship Fury,594
5626,Czar DropShip,0
788,Daboku DCMS-MX90-D,1290
4035,"Daedalus ""Grimjet""",0
789,Daedalus DAD-3C,1070
790,Daedalus DAD-3D,1729
791,Daedalus DAD-4A,1466
792,Daedalus DAD-4B,1431
8105,Daedalus DAD-DX,1606
4036,Daedalus GTX2,0
793,Daedalus GTX2 (Militarized),849
794,"Daedalus GTX2A ""Stevedore""",649
795,"Daedalus GTX2B ""Navvy""",663
796,Dagger DAR4-XP,1543
4038,Dagger DARO-1,1766
4040,Dagger DARO-1A,1581
4041,Dagger DARO-1B,1543
5748,Dagger DARO-1C,1325
5749,Dagger DARO-1D,1318
797,Daikyu DAI-01,1603
798,Daikyu DAI-01 (Tabitha),1804
799,Daikyu DAI-01r,1513
800,Daikyu DAI-02,1831
801,Daikyu DAI-03,1692
802,Daimyo DMO-1K,1148
803,Daimyo DMO-1K2 (al-Shahab),1332
804,Daimyo DMO-2K,1057
805,Daimyo DMO-4K,1150
806,Daimyo DMO-5K,1087
807,Daimyo HQ 67-K,583
808,Daimyo HQ 67-K2,647
8297,Daimyo HQ 67-NC,583
809,Daimyo HQ 67-R,683
4044,"Daishi (Dire Wolf) ""Lone Wolf""",0
810,"Daishi (Dire Wolf) ""Prometheus""",2900
811,"Daishi (Dire Wolf) ""Widowmaker""",3041
812,Daishi (Dire Wolf) (Hohiro),3048
813,Daishi (Dire Wolf) A,2855
814,Daishi (Dire Wolf) B,2609
815,Daishi (Dire Wolf) C,3610
816,Daishi (Dire Wolf) D,3403
6833,Daishi (Dire Wolf) E,2814
817,Daishi (Dire Wolf) H,2992
818,Daishi (Dire Wolf) Prime,2712
819,Daishi (Dire Wolf) S,2985
8133,Daishi (Dire Wolf) T,3317
820,Daishi (Dire Wolf) U,3360
821,Daishi (Dire Wolf) W,2951
4046,Daishi (Dire Wolf) X,2645
822,Danai Support Vehicle,576
5568,Danai Support Vehicle (Arrow),855
7923,Danai Support Vehicle (Original Arrow),0
823,Danais,1004
4047,Dante Frigate,0
827,Dark Crow,1594
824,Dark Crow 2,1575
825,Dark Crow 3,1681
826,Dark Crow 4,1538
8138,Darling SAR Airship,0
828,Dart DRT-3S,436
829,Dart DRT-4S,656
830,Dart DRT-6S,641
831,Dart DRT-6T,703
4048,Dart Light Cruiser,0
836,Darter Scout Car,125
4049,"Darter Scout Car ""ABC's Folly""",0
832,Darter Scout Car (BAP),136
833,Darter Scout Car (C3),125
834,Darter Scout Car (ECM),193
835,Darter Scout Car (SRM),192
4050,Darter Scout Car (SRM2),167
837,Dasher (Fire Moth) (Aletha),1388
838,Dasher (Fire Moth) A,639
839,Dasher (Fire Moth) B,1064
840,Dasher (Fire Moth) C,741
841,Dasher (Fire Moth) D,2307
842,Dasher (Fire Moth) E,822
843,Dasher (Fire Moth) F,1461
6946,Dasher (Fire Moth) G,2041
844,Dasher (Fire Moth) H,779
7578,Dasher (Fire Moth) I,1260
7579,Dasher (Fire Moth) J,1140
845,Dasher (Fire Moth) K,884
7580,Dasher (Fire Moth) M,1200
7581,Dasher (Fire Moth) P,841
846,Dasher (Fire Moth) Prime,1251
7582,Dasher (Fire Moth) R,1160
7577,Dasher (Fire Moth) T,1305
848,Dasher II,522
847,Dasher II 2,2239
6919,Dasher II 4,1749
4052,Davion Destroyer (Block I),0
4053,Davion Destroyer (Block II),0
5520,Death Gulch,0
9225,Death Trike,0
4055,Deathstalker F-77,1696
4056,Deathstalker F-77A,1866
5609,Deathstalker XF-78,0
7630,"Debbie ""The Warcrime Wagon""",43
4057,Deep Lord RCL-Z1M MilitiaMech,715
7830,Deep Lord RCL-Z1M-B MilitiaMech,773
6988,Defender,173687
4064,Defiance 'Zilla,0
4059,Defiance DFC-O,1862
4061,Defiance DFC-OA,1610
4062,Defiance DFC-OB,1274
4063,Defiance DFC-OC,1325
5751,Defiance DFC-OD,1318
849,Defiance DFN-3C,1817
850,Defiance DFN-3S,1940
851,Defiance DFN-3T,1981
852,Deimos 2,2394
853,Deimos A,2785
854,Deimos B,2965
855,Deimos C,2737
6856,Deimos D,2682
6855,Deimos E,3620
9505,Deimos H,3344
856,Deimos Prime,2188
857,Deimos S,2664
4066,Delphyne,384
4067,Delphyne 2,316
4068,Delphyne 3,400
4635,Delta Air Cruiser MA-80,0
7855,Demeter WLD-1 AgroMech,321
7856,Demeter WLD-1-M AgroMech MOD,327
858,Demolisher Heavy Tank (Arrow IV),1297
9259,Demolisher Heavy Tank (Cell),1585
859,Demolisher Heavy Tank (Clan),1563
860,Demolisher Heavy Tank (Defensive),891
861,Demolisher Heavy Tank (Gauss),1529
862,Demolisher Heavy Tank (MRM),1242
9260,Demolisher Heavy Tank (Reinforced),1434
863,Demolisher Heavy Tank Mk. I,981
864,Demolisher Heavy Tank Mk. II,981
866,Demolisher II Heavy Tank,1619
865,Demolisher II Heavy Tank (MML),1397
867,Demolisher II Heavy Tank (Thunderbolt),2336
4069,Demolisher II Heavy Tank II-X,1927
868,DemolitionMech WI-DM,380
869,DemolitionMech WI-DM2,345
7839,DemolitionMech WI-DMM MOD,444
871,Demon Medium Tank,454
6754,Demon Medium Tank (Armor),636
870,Demon Medium Tank (Rifle),386
876,Demon Tank,1094
872,Demon Tank (HGR),1314
873,Demon Tank (Horned Demon),1179
874,Demon Tank (PPC),836
875,Demon Tank (Royal),1333
5555,Demon Tank CX-2,0
9396,Dervish DV-11DK,1919
877,Dervish DV-1S,864
878,Dervish DV-6M,1146
5596,Dervish DV-6M (Mauck),0
8279,Dervish DV-6M (Turner),0
5869,Dervish DV-6Md,0
879,Dervish DV-6Mr,1347
880,Dervish DV-7D,1412
881,Dervish DV-8D,1765
882,"Dervish DV-8D2 ""Lightbringer""",1717
883,Dervish DV-9D,1518
4070,Desert Cobra VTOL,0
8078,Desert Scorpion Light Tank,554
1437,DEST Heavy Jump Infantry,111
6329,Destrier Siege Vehicle,2859
4071,Deuce-and-a-Half Truck,0
4072,Deuceman Blitz-Zweistister,0
4074,Deusenberg VIP Luxury Hovercar,0
4073,Deusenberg VIP Luxury Hovercar (Original),0
884,Deva C-DVA-O (Achillius),1595
885,Deva C-DVA-O Invictus,1584
886,Deva C-DVA-OA Dominus,1727
887,Deva C-DVA-OB Infernus,1713
888,Deva C-DVA-OC Comminus,1743
889,Deva C-DVA-OD Luminos,1711
890,Deva C-DVA-OE Eminus,1686
891,Deva C-DVA-OS Caelestis,1785
892,Deva C-DVA-OU Exanimus,1685
7984,Devastator DVS-10,2204
9377,Devastator DVS-11,3170
893,Devastator DVS-1D,1858
894,Devastator DVS-2,2481
7686,Devastator DVS-2-EC,2859
895,Devastator DVS-3,2452
896,Devastator DVS-X10 MUSE EARTH,3250
897,Devastator Heavy Tank,1037
8037,Devastator II Superheavy Tank,2245
7571,Devil,1691
900,DI Morgan Assault Tank,1390
898,DI Morgan Assault Tank (Gauss),1623
899,DI Morgan Assault Tank (LRM),1869
6595,DI Multipurpose Light VTOL,542
6596,DI Multipurpose Light VTOL (Gunship),711
6602,DI Schmitt Tank,1457
6603,DI Schmitt Tank (Targeting Computer),1625
4077,Dictator,4802
4076,Dictator (Command),4802
4078,Dig King RCL-1 MiningMech,409
7172,Dig King RCL-1M MiningMech MOD,460
4079,Dig Lord RCL-4 MiningMech,599
5542,Dig Lord RCL-4M MiningMech MOD,706
7829,Dig Lord RCL-4M-B MiningMech MOD,699
5565,Dig Lord RCL-Z1 Armed MiningMech,681
4080,Digger 500 Mining Robot 500,0
7299,Diggs Drone Control Tank,785
4464,Dillinger Police Vehicle,0
901,Diomede D-M3D-3 ConstructionMech,1228
902,Diomede D-M3D-4 DemolitionMech,1235
6823,Diomede D-M3D-M,1609
4081,Dixon Firetender Airship,0
4082,Dixon Law Enforcement Airship,0
5793,Djinn Battle Armor (Reflective) “Terrorizer” [Flamer] (Sqd4),189
8715,Djinn Battle Armor (Reflective) “Terrorizer” [Flamer] (Sqd5),254
9079,Djinn Battle Armor (Reflective) “Terrorizer” [Flamer] (Sqd6),327
5794,Djinn Battle Armor (Reflective) “Terrorizer” [Laser] (Sqd4),211
8716,Djinn Battle Armor (Reflective) “Terrorizer” [Laser] (Sqd5),297
9080,Djinn Battle Armor (Reflective) “Terrorizer” [Laser] (Sqd6),382
5792,Djinn Battle Armor (Reflective) “Terrorizer” [MG]  (Sqd4),189
8714,Djinn Battle Armor (Reflective) “Terrorizer” [MG]  (Sqd5),254
9078,Djinn Battle Armor (Reflective) “Terrorizer” [MG]  (Sqd6),327
4083,Djinn Battle Armor (Sqd4),137
8614,Djinn Battle Armor (Sqd5),184
8978,Djinn Battle Armor (Sqd6),237
4084,Djinn Battle Armor (Stealth) (Sqd4),181
8615,Djinn Battle Armor (Stealth) (Sqd5),243
8979,Djinn Battle Armor (Stealth) (Sqd6),313
903,Dola DOL-1A,911
4086,Dola DOL-1A1,950
4087,"Dola DOL-1A2 ""Yoh Ti Ts'ang""",826
6678,Doloire DLR-O,2561
6679,Doloire DLR-OA,2218
6680,Doloire DLR-OB,2836
7636,Doloire DLR-OBLO,2441
6681,Doloire DLR-OC,2242
6682,Doloire DLR-OD,3071
7434,Dominator,3018
7435,Dominator 2,2906
906,Donar Assault Helicopter,915
904,Donar Assault Helicopter (Close Support),582
905,Donar Assault Helicopter (Recon),808
8394,Doom Courser A,2139
8395,Doom Courser B,2091
8396,Doom Courser C,2147
8397,Doom Courser D,2453
8393,Doom Courser Prime,2283
4089,Dragau II Assault Interceptor,0
6819,Dragau II Assault Interceptor (3097),14573
908,Dragon DRG-1C,1215
909,Dragon DRG-1N,1125
910,Dragon DRG-2Y (Yoriyoshi),1257
911,Dragon DRG-5N,1223
912,Dragon DRG-5Nr,1252
5450,Dragon DRG-7N,1495
913,Dragon Fire DGR-3F,1855
4090,Dragon Fire DGR-3F (Searcy II),0
4091,Dragon Fire DGR-3F (Searcy),0
914,Dragon Fire DGR-4F,1900
915,Dragon Fire DGR-6FC,1858
916,Dragon Fire DGR-6FC2 (Gregory),2230
6414,Dragon II DRG-11K,1598
6415,Dragon II DRG-11R,2300
8112,Dragon's Star,0
4092,Dragonfire DG-05,1087
917,Dragonfly (Viper) A,1989
918,Dragonfly (Viper) B,1830
919,Dragonfly (Viper) C,1344
920,Dragonfly (Viper) D,1779
921,Dragonfly (Viper) E,1561
922,Dragonfly (Viper) F,1689
923,Dragonfly (Viper) G,1574
924,Dragonfly (Viper) H,1732
925,Dragonfly (Viper) I,1580
7584,Dragonfly (Viper) J,1259
7585,Dragonfly (Viper) K,1545
7586,Dragonfly (Viper) L,1417
7587,Dragonfly (Viper) M,2054
926,Dragonfly (Viper) Prime,1450
7588,Dragonfly (Viper) R,1335
7583,Dragonfly (Viper) T,1704
927,Dragonfly (Viper) U,1417
5644,Dragonfly (Viper) Z,1692
4093,Dragonfly MM-1,889
4094,Dragonfly MM-2,0
7766,Dragonstar  Assault Transport,1175
7767,Dragonstar Passenger Transport,1205
6780,Dragoon AEM-01,1669
6781,Dragoon AEM-02,0
6782,Dragoon AEM-03,0
6783,Dragoon AEM-04,0
7399,Dragoon AEM-05C,1893
9382,Dragoon Battle Armor (Advanced) (Sqd4),257
9383,Dragoon Battle Armor (Advanced) (Sqd5),346
9384,Dragoon Battle Armor (Advanced) (Sqd6),445
9379,Dragoon Battle Armor (Sqd4),167
9380,Dragoon Battle Armor (Sqd5),225
9381,Dragoon Battle Armor (Sqd6),290
4096,Drake Medium Stealth Fighter,389
928,Drake Medium Strike Fighter,452
4098,Dreadnought Battleship (2330),104949
5570,Dreadnought Mk II Land Train,1057
5571,Dreadnought Mk II Trailer Configuration #1,273
5572,Dreadnought Mk II Trailer Configuration #2,234
5573,Dreadnought Mk II Trailer Configuration #3,307
5574,Dreadnought Mk II Trailer Configuration #4,291
7605,Drift Shag,1512
932,Drillson Heavy Hover Tank,949
929,Drillson Heavy Hover Tank (ERLL),960
9472,Drillson Heavy Hover Tank (MML),910
930,Drillson Heavy Hover Tank (Sealed),870
931,Drillson Heavy Hover Tank (SRM),926
933,Drillson Heavy Hover Tank (Streak),899
9470,Drillson Heavy Hover Tank C,1295
9471,Drillson Heavy Hover Tank C 2,1516
4099,Dromedary Water Transport,341
7147,Drone M-3,16459
4100,Dropshuttle K-1,0
4101,Dropshuttle K-1C,0
7197,DroST Transport IIa (2445),1986
7199,DroST Transport IIa (2470),2429
7198,DroST Transport IIb (2445),8471
7200,DroST Transport IIb (2470),9068
4103,Du Shi Wang Battleship,0
6979,Duan Gung (Vaughn),851
934,Duan Gung D9-G10,886
935,Duan Gung D9-G9,737
6696,Duat Military Transport,16695
8139,Dugong Police Helicopter,0
9226,Dune Buggy,0
7409,Dunning Mobile Command Post,124
4105,Durendal Destroyer,0
936,Eagle EGL-1M,757
937,Eagle EGL-2M,800
938,Eagle EGL-3M,645
4106,Eagle EGL-R1,1255
4107,Eagle EGL-R10,1512
4108,Eagle EGL-R11,1527
4109,Eagle EGL-R4,1294
4110,Eagle EGL-R6,1467
939,Eagle EGL-R6b,1677
4111,Eagle EGL-R9,1458
4112,Eagle Frigate,100282
9227,Eagre Firefighting ATV,0
940,Ebony MEB-10,1020
941,Ebony MEB-11,1135
6942,Ebony MEB-12,1837
6943,Ebony MEB-13,750
942,Ebony MEB-9,1012
4113,Eckener Tanker Airship EC-1,0
943,Eidolon C-EID-001,1505
5618,Eisenfaust EFT-2,715
944,Eisenfaust EFT-4J,977
945,Eisenfaust EFT-7X,1203
946,Eisenfaust EFT-8X,1039
4114,Eisensturm EST-O,2773
4116,Eisensturm EST-OA,2636
4117,Eisensturm EST-OB,2499
4118,Eisensturm EST-OC,2155
5761,Eisensturm EST-OD,2712
4119,Eisensturm EST-R3,2773
947,Eldingar Hover Sled,1402
6758,"Eldingar Hover Sled (HMMHV) ""HumHov""",1289
948,Eldingar Hover Sled (Streak),1843
949,Elemental Battle Armor (Fire) [AP Gauss] (Sqd4),428
8486,Elemental Battle Armor (Fire) [AP Gauss] (Sqd5),576
8850,Elemental Battle Armor (Fire) [AP Gauss] (Sqd6),740
950,Elemental Battle Armor (Fire) [Flamer] (Sqd4),299
8487,Elemental Battle Armor (Fire) [Flamer] (Sqd5),403
8851,Elemental Battle Armor (Fire) [Flamer] (Sqd6),518
951,Elemental Battle Armor (Fire) [MicroPL] (Sqd4),355
8488,Elemental Battle Armor (Fire) [MicroPL] (Sqd5),479
8852,Elemental Battle Armor (Fire) [MicroPL] (Sqd6),615
9253,Elemental Battle Armor (Headhunter) (Sqd3),155
952,Elemental Battle Armor (Headhunter) (Sqd4),223
8489,Elemental Battle Armor (Headhunter) (Sqd5),300
8853,Elemental Battle Armor (Headhunter) (Sqd6),386
953,Elemental Battle Armor (Space) [Flamer] (Sqd4),216
8490,Elemental Battle Armor (Space) [Flamer] (Sqd5),291
8854,Elemental Battle Armor (Space) [Flamer] (Sqd6),374
954,Elemental Battle Armor (Space) [MG] (Sqd4),216
8491,Elemental Battle Armor (Space) [MG] (Sqd5),291
8855,Elemental Battle Armor (Space) [MG] (Sqd6),374
955,Elemental Battle Armor (Space) [MicroPL] (Sqd4),272
8492,Elemental Battle Armor (Space) [MicroPL] (Sqd5),366
8856,Elemental Battle Armor (Space) [MicroPL] (Sqd6),471
9204,Elemental Battle Armor [AP Gauss] (Sqd3),297
956,Elemental Battle Armor [AP Gauss] (Sqd4),428
8493,Elemental Battle Armor [AP Gauss] (Sqd5),577
8857,Elemental Battle Armor [AP Gauss] (Sqd6),742
9205,Elemental Battle Armor [ERMicroL] (Sqd3),219
957,Elemental Battle Armor [ERMicroL] (Sqd4),316
8494,Elemental Battle Armor [ERMicroL] (Sqd5),426
8858,Elemental Battle Armor [ERMicroL] (Sqd6),548
9206,Elemental Battle Armor [Flamer] (Sqd3),208
958,Elemental Battle Armor [Flamer] (Sqd4),300
8495,Elemental Battle Armor [Flamer] (Sqd5),404
8859,Elemental Battle Armor [Flamer] (Sqd6),520
9207,Elemental Battle Armor [HMG] (Sqd3),213
959,Elemental Battle Armor [HMG] (Sqd4),308
8496,Elemental Battle Armor [HMG] (Sqd5),415
8860,Elemental Battle Armor [HMG] (Sqd6),534
9208,Elemental Battle Armor [Laser] (Sqd3),230
960,Elemental Battle Armor [Laser] (Sqd4),332
8497,Elemental Battle Armor [Laser] (Sqd5),447
8861,Elemental Battle Armor [Laser] (Sqd6),575
9210,Elemental Battle Armor [MG] (Sqd3),208
961,Elemental Battle Armor [MG] (Sqd4),300
8498,Elemental Battle Armor [MG] (Sqd5),404
8862,Elemental Battle Armor [MG] (Sqd6),520
9209,Elemental Battle Armor [MicroPL] (Sqd3),247
962,Elemental Battle Armor [MicroPL] (Sqd4),356
8499,Elemental Battle Armor [MicroPL] (Sqd5),480
8863,Elemental Battle Armor [MicroPL] (Sqd6),617
4123,Elemental II Battle Armor (Sqd4),354
8616,Elemental II Battle Armor (Sqd5),477
8980,Elemental II Battle Armor (Sqd6),613
4124,Elemental II Battle Armor X (Sqd4),230
8617,Elemental II Battle Armor X (Sqd5),310
8981,Elemental II Battle Armor X (Sqd6),399
8456,Elemental III Battle Armor [AP Gauss] (Sqd4),396
8834,Elemental III Battle Armor [AP Gauss] (Sqd5),532
9197,Elemental III Battle Armor [AP Gauss] (Sqd6),684
8457,Elemental III Battle Armor [Flamer] (Sqd4),266
8835,Elemental III Battle Armor [Flamer] (Sqd5),357
9198,Elemental III Battle Armor [Flamer] (Sqd6),459
8458,Elemental III Battle Armor [MicroPL] (Sqd4),323
8836,Elemental III Battle Armor [MicroPL] (Sqd5),434
9199,Elemental III Battle Armor [MicroPL] (Sqd6),558
4211,Elite Series 3 Land Train (Tractor),0
4212,Elite Series 3T Land Train (Trailer),0
7186,Emperor EMP-1A,1453
963,Emperor EMP-5A,1830
964,Emperor EMP-6A,1969
965,Emperor EMP-6A (Nerran),2247
